,gene_id,database,kegg_id
30974,XNR_RS14840,KEGG_Reaction,-
30975,XNR_RS14845,KEGG_Reaction,-
30976,XNR_RS14850,KEGG_Reaction,-
30977,XNR_RS14855,KEGG_Reaction,-
30978,XNR_RS14860,KEGG_Reaction,R02016
30979,XNR_RS14860,KEGG_Reaction,R03596
30980,XNR_RS14860,KEGG_Reaction,R09372
30981,XNR_RS14865,KEGG_Reaction,-
30982,XNR_RS14870,KEGG_Reaction,-
30983,XNR_RS14875,KEGG_Reaction,-
30984,XNR_RS14880,KEGG_Reaction,-
30985,XNR_RS14885,KEGG_Reaction,-
30986,XNR_RS14890,KEGG_Reaction,-
30987,XNR_RS14895,KEGG_Reaction,-
30988,XNR_RS29890,KEGG_Reaction,-
30989,XNR_RS29895,KEGG_Reaction,-
30990,XNR_RS29900,KEGG_Reaction,-
30991,XNR_RS14900,KEGG_Reaction,-
30992,XNR_RS14910,KEGG_Reaction,R00375
30993,XNR_RS14910,KEGG_Reaction,R00376
30994,XNR_RS14910,KEGG_Reaction,R00377
30995,XNR_RS14910,KEGG_Reaction,R00378
30996,XNR_RS14915,KEGG_Reaction,R01528
30997,XNR_RS14915,KEGG_Reaction,R10221
30998,XNR_RS14920,KEGG_Reaction,-
30999,XNR_RS14925,KEGG_Reaction,-
31000,XNR_RS14930,KEGG_Reaction,-
31001,XNR_RS14935,KEGG_Reaction,-
31002,XNR_RS14940,KEGG_Reaction,-
31003,XNR_RS14950,KEGG_Reaction,-
31004,XNR_RS14955,KEGG_Reaction,-
31005,XNR_RS31245,KEGG_Reaction,-
31006,XNR_RS31570,KEGG_Reaction,-
31007,XNR_RS14965,KEGG_Reaction,-
31008,XNR_RS14970,KEGG_Reaction,-
31009,XNR_RS14975,KEGG_Reaction,-
31010,XNR_RS14985,KEGG_Reaction,-
31011,XNR_RS14990,KEGG_Reaction,-
31012,XNR_RS14995,KEGG_Reaction,-
31013,XNR_RS15000,KEGG_Reaction,-
31014,XNR_RS15005,KEGG_Reaction,-
31015,XNR_RS15010,KEGG_Reaction,-
31016,XNR_RS15015,KEGG_Reaction,-
31017,XNR_RS15020,KEGG_Reaction,-
31018,XNR_RS15025,KEGG_Reaction,-
31019,XNR_RS15030,KEGG_Reaction,-
31020,XNR_RS15035,KEGG_Reaction,-
31021,XNR_RS31575,KEGG_Reaction,-
31022,XNR_RS15045,KEGG_Reaction,R00985
31023,XNR_RS15045,KEGG_Reaction,R00986
31024,XNR_RS15045,KEGG_Reaction,R01716
31025,XNR_RS15050,KEGG_Reaction,-
31026,XNR_RS15055,KEGG_Reaction,-
31027,XNR_RS15060,KEGG_Reaction,-
31028,XNR_RS15065,KEGG_Reaction,R04519
31029,XNR_RS15070,KEGG_Reaction,-
31030,XNR_RS15075,KEGG_Reaction,-
31031,XNR_RS15080,KEGG_Reaction,-
31032,XNR_RS15085,KEGG_Reaction,-
31033,XNR_RS15095,KEGG_Reaction,-
31034,XNR_RS15100,KEGG_Reaction,-
31035,XNR_RS15105,KEGG_Reaction,-
31036,XNR_RS15110,KEGG_Reaction,-
31037,XNR_RS15115,KEGG_Reaction,-
31038,XNR_RS15120,KEGG_Reaction,-
31039,XNR_RS15125,KEGG_Reaction,-
31040,XNR_RS15130,KEGG_Reaction,-
31041,XNR_RS15135,KEGG_Reaction,-
31042,XNR_RS15140,KEGG_Reaction,-
31043,XNR_RS15145,KEGG_Reaction,R00014
31044,XNR_RS15145,KEGG_Reaction,R00209
31045,XNR_RS15145,KEGG_Reaction,R01699
31046,XNR_RS15145,KEGG_Reaction,R03270
31047,XNR_RS15145,KEGG_Reaction,R07599
31048,XNR_RS15145,KEGG_Reaction,R07600
31049,XNR_RS15145,KEGG_Reaction,R07601
31050,XNR_RS15145,KEGG_Reaction,R07602
31051,XNR_RS15145,KEGG_Reaction,R07603
31052,XNR_RS15145,KEGG_Reaction,R07604
31053,XNR_RS15145,KEGG_Reaction,R10996
31054,XNR_RS15145,KEGG_Reaction,R10997
31055,XNR_RS15150,KEGG_Reaction,R00014
31056,XNR_RS15150,KEGG_Reaction,R00209
31057,XNR_RS15150,KEGG_Reaction,R01699
31058,XNR_RS15150,KEGG_Reaction,R03270
31059,XNR_RS15155,KEGG_Reaction,R00209
31060,XNR_RS15155,KEGG_Reaction,R02569
31061,XNR_RS15160,KEGG_Reaction,-
31062,XNR_RS15165,KEGG_Reaction,R09735
31063,XNR_RS15170,KEGG_Reaction,-
31064,XNR_RS15175,KEGG_Reaction,-
31065,XNR_RS15190,KEGG_Reaction,-
31066,XNR_RS15195,KEGG_Reaction,-
31067,XNR_RS15200,KEGG_Reaction,-
31068,XNR_RS15205,KEGG_Reaction,-
31069,XNR_RS15210,KEGG_Reaction,R00014
31070,XNR_RS15210,KEGG_Reaction,R00209
31071,XNR_RS15210,KEGG_Reaction,R01699
31072,XNR_RS15210,KEGG_Reaction,R03270
31073,XNR_RS15210,KEGG_Reaction,R07599
31074,XNR_RS15210,KEGG_Reaction,R07600
31075,XNR_RS15210,KEGG_Reaction,R07601
31076,XNR_RS15210,KEGG_Reaction,R07602
31077,XNR_RS15210,KEGG_Reaction,R07603
31078,XNR_RS15210,KEGG_Reaction,R07604
31079,XNR_RS15210,KEGG_Reaction,R10996
31080,XNR_RS15210,KEGG_Reaction,R10997
31081,XNR_RS15215,KEGG_Reaction,R00014
31082,XNR_RS15215,KEGG_Reaction,R00209
31083,XNR_RS15215,KEGG_Reaction,R01699
31084,XNR_RS15215,KEGG_Reaction,R03270
31085,XNR_RS15220,KEGG_Reaction,R00209
31086,XNR_RS15220,KEGG_Reaction,R02569
31087,XNR_RS15225,KEGG_Reaction,-
31088,XNR_RS15230,KEGG_Reaction,-
31089,XNR_RS15235,KEGG_Reaction,-
31090,XNR_RS15240,KEGG_Reaction,-
31091,XNR_RS15245,KEGG_Reaction,-
31092,XNR_RS15250,KEGG_Reaction,-
31093,XNR_RS15255,KEGG_Reaction,-
31094,XNR_RS31255,KEGG_Reaction,-
31095,XNR_RS15260,KEGG_Reaction,-
31096,XNR_RS15265,KEGG_Reaction,-
31097,XNR_RS15270,KEGG_Reaction,-
31098,XNR_RS31580,KEGG_Reaction,-
31099,XNR_RS15280,KEGG_Reaction,-
31100,XNR_RS15285,KEGG_Reaction,-
31101,XNR_RS15290,KEGG_Reaction,-
31102,XNR_RS15295,KEGG_Reaction,-
31103,XNR_RS15300,KEGG_Reaction,-
31104,XNR_RS15305,KEGG_Reaction,-
31105,XNR_RS15310,KEGG_Reaction,-
31106,XNR_RS15315,KEGG_Reaction,R05577
31107,XNR_RS15325,KEGG_Reaction,-
31108,XNR_RS15330,KEGG_Reaction,-
31109,XNR_RS15335,KEGG_Reaction,-
31110,XNR_RS15340,KEGG_Reaction,-
31111,XNR_RS15345,KEGG_Reaction,-
31112,XNR_RS15350,KEGG_Reaction,-
31113,XNR_RS15355,KEGG_Reaction,-
31114,XNR_RS15360,KEGG_Reaction,-
31115,XNR_RS15365,KEGG_Reaction,-
31116,XNR_RS15370,KEGG_Reaction,-
31117,XNR_RS15375,KEGG_Reaction,-
31118,XNR_RS15380,KEGG_Reaction,-
31119,XNR_RS15385,KEGG_Reaction,-
31120,XNR_RS15390,KEGG_Reaction,R00623
31121,XNR_RS15390,KEGG_Reaction,R00754
31122,XNR_RS15390,KEGG_Reaction,R02124
31123,XNR_RS15390,KEGG_Reaction,R04880
31124,XNR_RS15390,KEGG_Reaction,R05233
31125,XNR_RS15390,KEGG_Reaction,R05234
31126,XNR_RS15390,KEGG_Reaction,R06917
31127,XNR_RS15390,KEGG_Reaction,R06927
31128,XNR_RS15390,KEGG_Reaction,R07105
31129,XNR_RS15390,KEGG_Reaction,R08281
31130,XNR_RS15390,KEGG_Reaction,R08306
31131,XNR_RS15390,KEGG_Reaction,R08310
31132,XNR_RS15395,KEGG_Reaction,-
31133,XNR_RS15400,KEGG_Reaction,-
31134,XNR_RS15405,KEGG_Reaction,-
31135,XNR_RS15410,KEGG_Reaction,-
31136,XNR_RS15415,KEGG_Reaction,-
31137,XNR_RS15420,KEGG_Reaction,-
31138,XNR_RS15425,KEGG_Reaction,R03659
31139,XNR_RS15425,KEGG_Reaction,R04773
31140,XNR_RS15430,KEGG_Reaction,-
31141,XNR_RS15435,KEGG_Reaction,-
31142,XNR_RS15440,KEGG_Reaction,-
31143,XNR_RS15445,KEGG_Reaction,-
31144,XNR_RS15450,KEGG_Reaction,-
31145,XNR_RS15455,KEGG_Reaction,-
31146,XNR_RS15460,KEGG_Reaction,-
31147,XNR_RS15465,KEGG_Reaction,-
31148,XNR_RS15470,KEGG_Reaction,-
31149,XNR_RS15475,KEGG_Reaction,-
31150,XNR_RS15480,KEGG_Reaction,-
31151,XNR_RS15485,KEGG_Reaction,-
31152,XNR_RS15490,KEGG_Reaction,-
31153,XNR_RS15495,KEGG_Reaction,-
31154,XNR_RS15500,KEGG_Reaction,-
31155,XNR_RS15505,KEGG_Reaction,-
31156,XNR_RS15510,KEGG_Reaction,-
31157,XNR_RS15515,KEGG_Reaction,-
31158,XNR_RS15520,KEGG_Reaction,R00568
31159,XNR_RS15520,KEGG_Reaction,R02325
31160,XNR_RS15530,KEGG_Reaction,-
31161,XNR_RS15535,KEGG_Reaction,-
31162,XNR_RS15540,KEGG_Reaction,-
31163,XNR_RS15545,KEGG_Reaction,-
31164,XNR_RS15550,KEGG_Reaction,-
31165,XNR_RS15555,KEGG_Reaction,-
31166,XNR_RS15560,KEGG_Reaction,-
31167,XNR_RS15565,KEGG_Reaction,-
31168,XNR_RS15570,KEGG_Reaction,-
31169,XNR_RS15575,KEGG_Reaction,-
31170,XNR_RS15580,KEGG_Reaction,-
31171,XNR_RS15585,KEGG_Reaction,R10880
31172,XNR_RS15590,KEGG_Reaction,-
31173,XNR_RS15595,KEGG_Reaction,-
31174,XNR_RS15600,KEGG_Reaction,-
31175,XNR_RS15605,KEGG_Reaction,-
31176,XNR_RS15610,KEGG_Reaction,-
31177,XNR_RS15615,KEGG_Reaction,-
31178,XNR_RS15620,KEGG_Reaction,-
31179,XNR_RS15625,KEGG_Reaction,-
31180,XNR_RS15630,KEGG_Reaction,-
31181,XNR_RS15635,KEGG_Reaction,-
31182,XNR_RS15640,KEGG_Reaction,-
31183,XNR_RS15645,KEGG_Reaction,-
31184,XNR_RS31265,KEGG_Reaction,-
31185,XNR_RS15660,KEGG_Reaction,-
31186,XNR_RS15670,KEGG_Reaction,-
31187,XNR_RS15675,KEGG_Reaction,R00479
31188,XNR_RS15680,KEGG_Reaction,R00472
31189,XNR_RS15685,KEGG_Reaction,-
31190,XNR_RS15690,KEGG_Reaction,-
31191,XNR_RS15695,KEGG_Reaction,-
31192,XNR_RS15700,KEGG_Reaction,-
31193,XNR_RS15705,KEGG_Reaction,-
31194,XNR_RS15710,KEGG_Reaction,-
31195,XNR_RS15715,KEGG_Reaction,-
31196,XNR_RS15720,KEGG_Reaction,-
31197,XNR_RS15725,KEGG_Reaction,-
31198,XNR_RS15730,KEGG_Reaction,-
31199,XNR_RS15735,KEGG_Reaction,-
31200,XNR_RS15740,KEGG_Reaction,-
31201,XNR_RS15745,KEGG_Reaction,-
31202,XNR_RS15750,KEGG_Reaction,-
31203,XNR_RS15755,KEGG_Reaction,-
31204,XNR_RS15760,KEGG_Reaction,-
31205,XNR_RS15765,KEGG_Reaction,-
31206,XNR_RS15770,KEGG_Reaction,-
31207,XNR_RS15775,KEGG_Reaction,-
31208,XNR_RS15780,KEGG_Reaction,-
31209,XNR_RS15785,KEGG_Reaction,-
31210,XNR_RS15790,KEGG_Reaction,-
31211,XNR_RS15795,KEGG_Reaction,-
31212,XNR_RS15800,KEGG_Reaction,-
31213,XNR_RS15805,KEGG_Reaction,-
31214,XNR_RS15810,KEGG_Reaction,-
31215,XNR_RS15815,KEGG_Reaction,-
31216,XNR_RS15820,KEGG_Reaction,-
31217,XNR_RS15825,KEGG_Reaction,R00258
31218,XNR_RS15825,KEGG_Reaction,R00355
31219,XNR_RS15825,KEGG_Reaction,R00694
31220,XNR_RS15825,KEGG_Reaction,R00734
31221,XNR_RS15825,KEGG_Reaction,R00896
31222,XNR_RS15825,KEGG_Reaction,R01215
31223,XNR_RS15825,KEGG_Reaction,R02433
31224,XNR_RS15825,KEGG_Reaction,R02619
31225,XNR_RS15825,KEGG_Reaction,R04475
31226,XNR_RS15825,KEGG_Reaction,R05052
31227,XNR_RS15835,KEGG_Reaction,-
31228,XNR_RS15840,KEGG_Reaction,R01920
31229,XNR_RS15840,KEGG_Reaction,R02869
31230,XNR_RS15840,KEGG_Reaction,R08359
31231,XNR_RS15845,KEGG_Reaction,-
31232,XNR_RS15850,KEGG_Reaction,R01602
31233,XNR_RS15850,KEGG_Reaction,R10619
31234,XNR_RS15855,KEGG_Reaction,R01870
31235,XNR_RS15860,KEGG_Reaction,R01068
31236,XNR_RS15860,KEGG_Reaction,R01070
31237,XNR_RS15860,KEGG_Reaction,R01829
31238,XNR_RS15860,KEGG_Reaction,R02568
31239,XNR_RS15865,KEGG_Reaction,R00782
31240,XNR_RS15865,KEGG_Reaction,R01286
31241,XNR_RS15865,KEGG_Reaction,R02408
31242,XNR_RS15865,KEGG_Reaction,R04941
31243,XNR_RS15870,KEGG_Reaction,-
31244,XNR_RS15875,KEGG_Reaction,-
31245,XNR_RS15880,KEGG_Reaction,-
31246,XNR_RS15885,KEGG_Reaction,R00678
31247,XNR_RS15890,KEGG_Reaction,R00987
31248,XNR_RS15890,KEGG_Reaction,R02668
31249,XNR_RS15890,KEGG_Reaction,R03936
31250,XNR_RS15895,KEGG_Reaction,-
31251,XNR_RS15900,KEGG_Reaction,-
31252,XNR_RS15905,KEGG_Reaction,-
31253,XNR_RS15910,KEGG_Reaction,-
31254,XNR_RS15915,KEGG_Reaction,-
31255,XNR_RS15920,KEGG_Reaction,-
31256,XNR_RS15925,KEGG_Reaction,-
31257,XNR_RS15930,KEGG_Reaction,-
31258,XNR_RS15935,KEGG_Reaction,R01135
31259,XNR_RS15940,KEGG_Reaction,-
31260,XNR_RS15945,KEGG_Reaction,-
31261,XNR_RS15950,KEGG_Reaction,-
31262,XNR_RS15955,KEGG_Reaction,-
31263,XNR_RS15960,KEGG_Reaction,-
31264,XNR_RS15965,KEGG_Reaction,-
31265,XNR_RS15970,KEGG_Reaction,-
31266,XNR_RS15975,KEGG_Reaction,-
31267,XNR_RS15980,KEGG_Reaction,R03038
31268,XNR_RS15985,KEGG_Reaction,R10648
31269,XNR_RS15990,KEGG_Reaction,-
31270,XNR_RS31270,KEGG_Reaction,-
31271,XNR_RS15995,KEGG_Reaction,-
31272,XNR_RS16000,KEGG_Reaction,-
31273,XNR_RS16005,KEGG_Reaction,-
31274,XNR_RS16010,KEGG_Reaction,-
31275,XNR_RS16015,KEGG_Reaction,-
31276,XNR_RS29940,KEGG_Reaction,-
31277,XNR_RS16025,KEGG_Reaction,-
31278,XNR_RS16030,KEGG_Reaction,-
31279,XNR_RS16035,KEGG_Reaction,-
31280,XNR_RS16040,KEGG_Reaction,R01221
31281,XNR_RS16045,KEGG_Reaction,-
31282,XNR_RS16050,KEGG_Reaction,-
31283,XNR_RS16055,KEGG_Reaction,-
31284,XNR_RS16060,KEGG_Reaction,-
31285,XNR_RS16065,KEGG_Reaction,-
31286,XNR_RS16070,KEGG_Reaction,-
31287,XNR_RS16075,KEGG_Reaction,R05627
31288,XNR_RS31275,KEGG_Reaction,-
31289,XNR_RS16080,KEGG_Reaction,-
31290,XNR_RS16085,KEGG_Reaction,-
31291,XNR_RS16090,KEGG_Reaction,-
31292,XNR_RS16095,KEGG_Reaction,-
31293,XNR_RS16100,KEGG_Reaction,-
31294,XNR_RS16105,KEGG_Reaction,-
31295,XNR_RS16110,KEGG_Reaction,-
31296,XNR_RS16115,KEGG_Reaction,-
31297,XNR_RS16120,KEGG_Reaction,-
31298,XNR_RS16125,KEGG_Reaction,-
31299,XNR_RS16130,KEGG_Reaction,-
31300,XNR_RS16135,KEGG_Reaction,-
31301,XNR_RS16140,KEGG_Reaction,-
31302,XNR_RS16150,KEGG_Reaction,-
31303,XNR_RS16155,KEGG_Reaction,-
31304,XNR_RS16160,KEGG_Reaction,R00248
31305,XNR_RS16165,KEGG_Reaction,-
31306,XNR_RS31585,KEGG_Reaction,-
31307,XNR_RS16175,KEGG_Reaction,-
31308,XNR_RS16180,KEGG_Reaction,-
31309,XNR_RS16185,KEGG_Reaction,-
31310,XNR_RS16190,KEGG_Reaction,-
31311,XNR_RS16195,KEGG_Reaction,-
31312,XNR_RS16200,KEGG_Reaction,-
31313,XNR_RS16205,KEGG_Reaction,-
31314,XNR_RS16210,KEGG_Reaction,-
31315,XNR_RS16215,KEGG_Reaction,-
31316,XNR_RS16220,KEGG_Reaction,-
31317,XNR_RS16230,KEGG_Reaction,-
31318,XNR_RS16235,KEGG_Reaction,-
31319,XNR_RS16240,KEGG_Reaction,-
31320,XNR_RS16245,KEGG_Reaction,-
31321,XNR_RS16255,KEGG_Reaction,-
31322,XNR_RS16260,KEGG_Reaction,-
31323,XNR_RS16265,KEGG_Reaction,-
31324,XNR_RS16270,KEGG_Reaction,R06675
31325,XNR_RS16270,KEGG_Reaction,R06680
31326,XNR_RS16275,KEGG_Reaction,-
31327,XNR_RS16280,KEGG_Reaction,-
31328,XNR_RS16285,KEGG_Reaction,R00220
31329,XNR_RS16285,KEGG_Reaction,R00996
31330,XNR_RS16290,KEGG_Reaction,-
31331,XNR_RS16295,KEGG_Reaction,-
31332,XNR_RS16300,KEGG_Reaction,-
31333,XNR_RS16305,KEGG_Reaction,-
31334,XNR_RS16310,KEGG_Reaction,-
31335,XNR_RS16315,KEGG_Reaction,-
31336,XNR_RS16320,KEGG_Reaction,-
31337,XNR_RS16325,KEGG_Reaction,-
31338,XNR_RS16330,KEGG_Reaction,-
31339,XNR_RS16335,KEGG_Reaction,-
31340,XNR_RS16340,KEGG_Reaction,-
31341,XNR_RS16345,KEGG_Reaction,-
31342,XNR_RS16350,KEGG_Reaction,-
31343,XNR_RS16355,KEGG_Reaction,-
31344,XNR_RS16360,KEGG_Reaction,-
31345,XNR_RS16365,KEGG_Reaction,-
31346,XNR_RS16370,KEGG_Reaction,-
31347,XNR_RS16375,KEGG_Reaction,-
31348,XNR_RS16380,KEGG_Reaction,-
31349,XNR_RS16385,KEGG_Reaction,-
31350,XNR_RS30850,KEGG_Reaction,-
31351,XNR_RS16395,KEGG_Reaction,-
31352,XNR_RS16400,KEGG_Reaction,-
31353,XNR_RS16405,KEGG_Reaction,-
31354,XNR_RS16410,KEGG_Reaction,-
31355,XNR_RS16415,KEGG_Reaction,-
31356,XNR_RS16420,KEGG_Reaction,R00183
31357,XNR_RS16420,KEGG_Reaction,R00511
31358,XNR_RS16420,KEGG_Reaction,R00963
31359,XNR_RS16420,KEGG_Reaction,R01126
31360,XNR_RS16420,KEGG_Reaction,R01227
31361,XNR_RS16420,KEGG_Reaction,R01569
31362,XNR_RS16420,KEGG_Reaction,R01664
31363,XNR_RS16420,KEGG_Reaction,R01968
31364,XNR_RS16420,KEGG_Reaction,R02088
31365,XNR_RS16420,KEGG_Reaction,R02102
31366,XNR_RS16420,KEGG_Reaction,R02323
31367,XNR_RS16420,KEGG_Reaction,R02719
31368,XNR_RS16420,KEGG_Reaction,R03346
31369,XNR_RS16425,KEGG_Reaction,R05850
31370,XNR_RS16430,KEGG_Reaction,R01761
31371,XNR_RS16435,KEGG_Reaction,R01526
31372,XNR_RS16435,KEGG_Reaction,R02439
31373,XNR_RS16440,KEGG_Reaction,-
31374,XNR_RS16445,KEGG_Reaction,-
31375,XNR_RS16450,KEGG_Reaction,-
31376,XNR_RS16455,KEGG_Reaction,-
31377,XNR_RS16460,KEGG_Reaction,-
31378,XNR_RS16465,KEGG_Reaction,-
31379,XNR_RS16470,KEGG_Reaction,-
31380,XNR_RS16475,KEGG_Reaction,-
31381,XNR_RS16480,KEGG_Reaction,-
31382,XNR_RS16485,KEGG_Reaction,-
31383,XNR_RS16490,KEGG_Reaction,-
31384,XNR_RS16495,KEGG_Reaction,-
31385,XNR_RS16500,KEGG_Reaction,-
31386,XNR_RS16505,KEGG_Reaction,-
31387,XNR_RS16510,KEGG_Reaction,R01931
31388,XNR_RS16510,KEGG_Reaction,R03105
31389,XNR_RS16510,KEGG_Reaction,R03106
31390,XNR_RS16515,KEGG_Reaction,-
31391,XNR_RS29470,KEGG_Reaction,-
31392,XNR_RS16525,KEGG_Reaction,-
31393,XNR_RS16530,KEGG_Reaction,-
31394,XNR_RS16535,KEGG_Reaction,-
31395,XNR_RS16540,KEGG_Reaction,-
31396,XNR_RS16550,KEGG_Reaction,-
31397,XNR_RS16555,KEGG_Reaction,-
31398,XNR_RS16560,KEGG_Reaction,-
31399,XNR_RS16565,KEGG_Reaction,-
31400,XNR_RS16570,KEGG_Reaction,-
31401,XNR_RS16575,KEGG_Reaction,-
31402,XNR_RS16580,KEGG_Reaction,-
31403,XNR_RS16585,KEGG_Reaction,-
31404,XNR_RS16590,KEGG_Reaction,-
31405,XNR_RS16595,KEGG_Reaction,-
31406,XNR_RS16600,KEGG_Reaction,-
31407,XNR_RS16605,KEGG_Reaction,-
31408,XNR_RS16610,KEGG_Reaction,-
31409,XNR_RS16615,KEGG_Reaction,-
31410,XNR_RS16620,KEGG_Reaction,-
31411,XNR_RS16625,KEGG_Reaction,-
31412,XNR_RS16630,KEGG_Reaction,-
31413,XNR_RS16635,KEGG_Reaction,-
31414,XNR_RS16640,KEGG_Reaction,-
31415,XNR_RS16645,KEGG_Reaction,-
31416,XNR_RS16650,KEGG_Reaction,R05287
31417,XNR_RS16655,KEGG_Reaction,-
31418,XNR_RS16660,KEGG_Reaction,-
31419,XNR_RS16665,KEGG_Reaction,-
31420,XNR_RS16670,KEGG_Reaction,-
31421,XNR_RS16675,KEGG_Reaction,-
31422,XNR_RS16680,KEGG_Reaction,-
31423,XNR_RS16685,KEGG_Reaction,-
31424,XNR_RS16690,KEGG_Reaction,-
31425,XNR_RS16695,KEGG_Reaction,-
31426,XNR_RS16700,KEGG_Reaction,-
31427,XNR_RS31300,KEGG_Reaction,-
31428,XNR_RS16710,KEGG_Reaction,-
31429,XNR_RS16715,KEGG_Reaction,-
31430,XNR_RS16720,KEGG_Reaction,-
31431,XNR_RS16725,KEGG_Reaction,-
31432,XNR_RS16730,KEGG_Reaction,-
31433,XNR_RS16735,KEGG_Reaction,-
31434,XNR_RS16740,KEGG_Reaction,-
31435,XNR_RS16745,KEGG_Reaction,-
31436,XNR_RS16750,KEGG_Reaction,-
31437,XNR_RS16755,KEGG_Reaction,-
31438,XNR_RS16760,KEGG_Reaction,-
31439,XNR_RS16765,KEGG_Reaction,-
31440,XNR_RS16770,KEGG_Reaction,-
31441,XNR_RS16775,KEGG_Reaction,-
31442,XNR_RS16785,KEGG_Reaction,-
31443,XNR_RS16790,KEGG_Reaction,-
31444,XNR_RS16795,KEGG_Reaction,R01518
31445,XNR_RS16800,KEGG_Reaction,-
31446,XNR_RS29965,KEGG_Reaction,-
31447,XNR_RS16805,KEGG_Reaction,-
31448,XNR_RS16810,KEGG_Reaction,-
31449,XNR_RS16820,KEGG_Reaction,-
31450,XNR_RS16825,KEGG_Reaction,-
31451,XNR_RS16830,KEGG_Reaction,R04277
31452,XNR_RS16835,KEGG_Reaction,R00008
31453,XNR_RS16835,KEGG_Reaction,R00350
31454,XNR_RS16840,KEGG_Reaction,R04478
31455,XNR_RS16845,KEGG_Reaction,R07839
31456,XNR_RS16850,KEGG_Reaction,-
31457,XNR_RS16855,KEGG_Reaction,-
31458,XNR_RS16860,KEGG_Reaction,-
31459,XNR_RS16865,KEGG_Reaction,-
31460,XNR_RS16870,KEGG_Reaction,-
31461,XNR_RS16875,KEGG_Reaction,-
31462,XNR_RS16880,KEGG_Reaction,-
31463,XNR_RS16885,KEGG_Reaction,R00375
31464,XNR_RS16885,KEGG_Reaction,R00376
31465,XNR_RS16885,KEGG_Reaction,R00377
31466,XNR_RS16885,KEGG_Reaction,R00378
31467,XNR_RS16890,KEGG_Reaction,-
31468,XNR_RS31310,KEGG_Reaction,-
31469,XNR_RS31315,KEGG_Reaction,-
31470,XNR_RS16905,KEGG_Reaction,-
31471,XNR_RS16910,KEGG_Reaction,-
31472,XNR_RS16920,KEGG_Reaction,-
31473,XNR_RS16925,KEGG_Reaction,-
31474,XNR_RS16930,KEGG_Reaction,-
31475,XNR_RS16935,KEGG_Reaction,-
31476,XNR_RS16940,KEGG_Reaction,-
31477,XNR_RS16945,KEGG_Reaction,-
31478,XNR_RS16950,KEGG_Reaction,-
31479,XNR_RS16955,KEGG_Reaction,R00264
31480,XNR_RS16955,KEGG_Reaction,R00631
31481,XNR_RS16955,KEGG_Reaction,R00710
31482,XNR_RS16955,KEGG_Reaction,R00904
31483,XNR_RS16955,KEGG_Reaction,R01752
31484,XNR_RS16955,KEGG_Reaction,R01986
31485,XNR_RS16955,KEGG_Reaction,R02549
31486,XNR_RS16955,KEGG_Reaction,R02678
31487,XNR_RS16955,KEGG_Reaction,R02940
31488,XNR_RS16955,KEGG_Reaction,R02957
31489,XNR_RS16955,KEGG_Reaction,R03283
31490,XNR_RS16955,KEGG_Reaction,R03869
31491,XNR_RS16955,KEGG_Reaction,R04065
31492,XNR_RS16955,KEGG_Reaction,R04506
31493,XNR_RS16955,KEGG_Reaction,R04903
31494,XNR_RS16955,KEGG_Reaction,R05050
31495,XNR_RS16955,KEGG_Reaction,R05237
31496,XNR_RS16955,KEGG_Reaction,R05238
31497,XNR_RS16955,KEGG_Reaction,R05286
31498,XNR_RS16955,KEGG_Reaction,R06366
31499,XNR_RS16955,KEGG_Reaction,R08146
31500,XNR_RS16960,KEGG_Reaction,-
31501,XNR_RS16965,KEGG_Reaction,-
31502,XNR_RS16970,KEGG_Reaction,R02964
31503,XNR_RS16970,KEGG_Reaction,R03643
31504,XNR_RS16970,KEGG_Reaction,R03816
31505,XNR_RS16975,KEGG_Reaction,-
31506,XNR_RS16980,KEGG_Reaction,-
31507,XNR_RS16985,KEGG_Reaction,-
31508,XNR_RS16990,KEGG_Reaction,-
31509,XNR_RS16995,KEGG_Reaction,-
31510,XNR_RS17000,KEGG_Reaction,-
31511,XNR_RS17005,KEGG_Reaction,R00190
31512,XNR_RS17005,KEGG_Reaction,R01132
31513,XNR_RS17005,KEGG_Reaction,R01229
31514,XNR_RS17005,KEGG_Reaction,R02142
31515,XNR_RS17005,KEGG_Reaction,R08237
31516,XNR_RS17005,KEGG_Reaction,R08238
31517,XNR_RS17005,KEGG_Reaction,R08245
31518,XNR_RS17005,KEGG_Reaction,R09597
31519,XNR_RS17010,KEGG_Reaction,R00190
31520,XNR_RS17010,KEGG_Reaction,R01132
31521,XNR_RS17010,KEGG_Reaction,R01229
31522,XNR_RS17010,KEGG_Reaction,R02142
31523,XNR_RS17010,KEGG_Reaction,R08237
31524,XNR_RS17010,KEGG_Reaction,R08238
31525,XNR_RS17010,KEGG_Reaction,R08245
31526,XNR_RS17015,KEGG_Reaction,-
31527,XNR_RS17020,KEGG_Reaction,R00428
31528,XNR_RS17020,KEGG_Reaction,R04639
31529,XNR_RS17020,KEGG_Reaction,R05046
31530,XNR_RS17020,KEGG_Reaction,R05048
31531,XNR_RS17025,KEGG_Reaction,-
31532,XNR_RS17030,KEGG_Reaction,R03503
31533,XNR_RS17030,KEGG_Reaction,R03504
31534,XNR_RS17035,KEGG_Reaction,R03503
31535,XNR_RS17035,KEGG_Reaction,R03504
31536,XNR_RS17035,KEGG_Reaction,R11037
31537,XNR_RS17035,KEGG_Reaction,R11073
31538,XNR_RS17040,KEGG_Reaction,-
31539,XNR_RS17045,KEGG_Reaction,R03066
