,pseudogene,heat-stress,SoxL2N,fatty-acid-related,Riboflavin,niacin-transport,cold-stress,carbon-fixation,Fe-S-lipoylation,HMG-CoA,Purine,XylR-SoxM,YtrA,LysM,Phenylacetate,single_gene_1,single_gene_2,translation-1,UV-tfb3,Arginine,Pyroglutamate,translation-2,unchar-1,sulfur-assimilation,FadR-KO,Cobalamin,4-HPA,ArnRAB,single_gene_3,FadR,SoxLABCD,TCA-BCAA,UV-related,DARC,Replication,translation-related,Quinolinate,aromatic-degradation,Ammonium-Uptake,carotenoid,single_gene_4,Thiamin,unchar-3,single_gene_5,Gly-Ser-Thr
SACI_RS10225,-0.012214085,0.005982628,-0.002537217,0.005614138,0.002947365,-0.02700878,-0.002335952,-0.034902895,-0.00351409,0.007208666,0.019603284,0.01242039,-0.010155435,-0.007186764,-0.001572486,-0.009627457,0.001273077,-0.024807683,-0.007116651,0.022320262,-0.004001426,-0.010468964,0.010026202,-0.004309663,0.001583403,0.013934097,-0.02421908,0.002738051,-0.002931913,0.019229997,0.01679122,0.019775847,-0.021835355,0.001315951,0.098489497,-9.27E-05,0.027065631,0.033292379,0.000108704,-0.004719326,-0.030609402,0.01272748,-0.021185083,0.005746762,0.01894308
SACI_RS10230,0.023703993,0.001781759,-0.019906482,-0.01469572,0.004880629,0.001879001,0.00456258,0.019038505,-0.007829335,-0.010223089,-0.017681235,0.057513358,-0.015440714,0.025939149,0.023350336,-0.000290329,0.001157416,-0.027907306,-0.004043883,0.00528883,0.013019053,0.008194172,0.002297971,-0.007814261,0.011819048,0.013685414,0.019198588,0.0146661,-0.000581046,-0.001008841,-0.032447113,-0.009545059,0.018978255,0.005334064,-0.013620222,0.008455688,-0.019771826,0.001880434,0.01712005,0.015084511,-0.014355989,-0.008123337,-0.00087783,-0.011764638,0.044933639
SACI_RS10235,0.000810467,-0.016601894,0.002194776,0.008198808,0.004792553,-0.002433928,-0.003855582,-0.021819878,0.007055716,-0.001101871,-0.004656988,-0.007251026,0.040993801,0.010537239,-0.004299898,0.006009955,0.010071615,-0.00156346,-0.001642055,0.004201806,-0.001072833,-0.017963701,0.001430036,0.013219096,-0.001763273,0.002518287,0.000860156,0.000266186,0.008773517,0.005700838,0.015426398,-0.006671339,0.008831086,-0.006742558,0.003951372,0.006635733,-0.007331346,0.000423489,-0.011499392,0.016167702,-0.012889809,0.010375163,-0.001655176,-0.004409231,0.005795872
SACI_RS10240,-0.016350475,-0.008537215,-0.006930216,0.012588771,0.003679237,-0.024669523,-0.010035498,-0.035480877,0.002147864,-0.001958066,-0.000971487,0.002838841,-0.028173159,0.004941967,0.003526932,-0.005309357,0.010222939,-0.006402981,-0.003136567,-0.0135297,-0.001830336,-0.014217827,0.009808095,-0.00331097,-0.015886597,0.010507275,0.017985242,-0.003432334,0.01209525,0.00652002,0.029807991,0.015337535,0.004420521,-0.006601864,0.004530378,-0.017652203,0.030258601,0.005117416,0.000122367,0.005765495,0.002925056,-0.002703956,0.00310733,0.00619058,0.003443867
SACI_RS10245,-0.00101368,-0.016463069,0.010223469,-0.010056515,0.002156963,0.007774353,0.022451962,0.011852087,0.011674021,-0.038092266,-0.014840241,-0.000169907,0.019258025,0.013811726,0.01477721,-0.00198466,0.011329225,0.037922762,-0.006153239,-0.00538639,-0.004710442,0.069326745,-0.000311377,-0.002237097,-0.00038945,-0.007953704,0.007326141,-0.000601223,-0.016450705,-0.025482855,0.014766664,0.006494863,-0.011977106,0.00105696,-0.003980401,-0.004336315,-0.024409954,-0.001061074,-0.003966489,0.009088939,0.036100135,-0.012024154,0.02426063,0.004046071,0.018140952
SACI_RS10250,0.018954763,-0.021360533,0.005098533,-0.008383546,9.62E-06,0.003358657,-0.000470072,-0.003177597,0.026590084,-0.002080888,-0.01254852,0.031794057,-0.003620281,0.01353241,-0.003492192,0.008978744,0.003452591,-0.026543103,-0.005455651,0.008965362,0.015929257,0.00279497,0.001433298,-0.01007872,-0.004305731,-0.00745258,0.016213288,0.002483445,0.007540508,-0.004811451,-0.012859368,-0.011683138,0.014709631,0.016109035,-0.004077313,-0.005914305,0.000934935,0.009862463,0.038984604,-0.00583253,0.000278927,-0.014118468,0.025277044,-0.021583348,-0.001578655
SACI_RS10255,0.043927208,-0.013101623,0.007066639,-0.004066989,-0.01037425,0.006954272,0.012734938,-0.035939385,0.006251137,0.029952137,0.007066688,0.050885505,0.010455615,0.003596197,-0.001705167,-0.007568274,-0.007870594,-0.00359897,-0.007032918,0.011871017,0.024401511,-0.026867156,0.017807949,-0.02450967,-0.013949381,-0.029727195,0.028939706,-0.014181508,-0.008892121,-0.006295847,0.019236205,0.014351155,0.035109258,-0.006103461,0.019010345,0.042184821,-0.021840958,0.01436453,0.044917319,0.01644268,-0.027431778,-0.053619452,0.004813995,-0.032490172,-0.019367375
SACI_RS10260,0.043832478,-0.010191376,-0.000371046,-0.005667435,-0.000520931,0.005394432,0.022191085,-0.014153105,-0.001708954,0.034314236,0.026856203,0.059796315,0.019698482,0.006347532,0.000562697,0.023539755,0.005110965,-0.026190081,-0.014019484,0.002353385,0.029622909,-0.01947754,0.011949066,-0.023937985,-0.001169375,-0.024444486,0.02752531,-0.004674424,0.01303095,-0.007010091,0.015413391,0.009223029,0.019868009,-0.008950459,0.005000089,0.012783753,-0.030003417,-0.002111118,0.035533889,0.028358691,-0.009818943,-0.038494159,-0.000255351,-0.030126326,-0.019210386
SACI_RS10265,-0.018594952,0.017723322,-0.007560138,-0.004824893,-0.012466104,-0.016429693,-0.005755306,-0.012383342,0.028067493,0.002662754,0.013764309,0.045253109,0.004346406,0.012021667,-0.007569402,-0.011188872,-0.011024664,0.005027631,-0.008486607,0.012874616,-0.002194384,-0.015587411,0.017568536,0.003640969,-0.018518045,0.005807055,0.002929776,0.00123714,-0.01494062,0.014284679,0.009129976,-0.000865547,0.000842178,0.010657028,-0.007298688,-0.005552667,0.017366548,0.001650019,-0.001871448,0.00820278,-0.000563737,0.000180227,-0.000690642,0.008760178,0.034963195
SACI_RS10270,0.021341554,-0.045823585,-0.02035001,0.039556564,0.00066506,-0.018047614,-0.01679726,-0.035795178,-0.023227796,-0.005464458,-0.016485735,-0.031808554,0.028348333,0.007038093,-0.043058427,0.033138313,-0.004222533,0.043419889,-0.002676988,0.003140007,-0.013929584,-0.004187967,-0.057263544,-0.009735547,0.062692722,0.006815288,-0.001438415,0.024429442,-0.005985825,-0.023765931,-0.006526118,0.004744582,0.022570597,0.164784864,0.002142835,-0.005924676,-0.006455345,0.035543581,0.013923476,0.005751516,-0.025297796,0.008990906,-0.020615555,0.009619569,-0.012379821
SACI_RS10275,0.01850639,0.022936042,-0.028048656,-0.010199468,0.001191717,-0.024505883,0.00409311,-0.03657623,-0.024656051,-0.003965739,-0.006591265,-0.026789951,0.030895595,0.029157741,-0.045897407,0.011560909,-0.042241027,0.021147694,0.004996972,-0.013489582,0.007533962,-0.025077601,0.025754386,-0.00858158,0.02390526,0.001675265,-0.004668833,0.016484,0.057812545,-0.038726512,0.009848222,0.001796965,0.016067375,0.164357028,-0.001761666,0.03612763,-0.018793905,-0.025650348,-0.005556765,-0.021637476,0.009482309,0.021894597,-0.027982198,0.01019503,-0.003329837
SACI_RS10280,0.016336764,0.005129296,-0.007416316,0.005087392,0.015408988,0.003374059,0.006426464,-0.020802898,-0.001060198,-3.23E-05,0.001884684,-0.035916235,0.015674543,0.001857383,-0.028712195,-0.003529584,0.008097379,0.021033964,-0.010804758,0.01473885,0.004241564,-0.012446161,-0.005723687,0.00496947,0.006122037,0.018829157,0.01533255,-0.011034321,0.000988152,0.01357032,0.003785389,0.000480071,0.005277991,0.051902668,0.005860039,-0.000378387,-0.026878496,0.01080143,0.002951601,0.002433319,0.000482184,0.012657719,-0.004089425,-0.006890188,0.002704501
SACI_RS10285,0.007142208,-0.038079943,-0.007435859,-0.016756734,-0.009407668,7.85E-05,-0.015154752,-0.004617047,0.009755854,-0.006195602,-0.012832872,-0.00288873,0.006630683,-0.00571281,0.008697203,0.002532049,0.022580543,0.004448336,0.001902968,-0.010035457,-0.010686667,-0.020832134,0.005278835,-0.002542553,0.025182464,0.014051388,0.013131024,0.001266812,0.015577635,-0.026183548,0.02458185,-0.00130424,0.008181435,-0.00593972,-0.010414121,-0.013189144,0.019210726,0.017255662,-0.014948426,0.019477079,-0.004392605,0.013939392,-0.006467975,-0.002432204,-0.019881868
SACI_RS10290,0.003100568,-0.012820897,0.00843006,0.001929673,0.017097847,-0.012341565,0.005091419,0.00344829,0.012845293,0.011690943,-0.006930658,-0.01234998,0.007243019,0.005690059,0.000615347,0.009243994,-0.018459772,-0.004106144,-0.014196611,0.017355782,-0.001080512,-0.011185927,0.010930067,-0.001823387,0.011292789,0.00439438,-0.002454835,0.007351478,0.005690769,0.003571297,-0.018981935,-0.009589229,0.005668821,0.000340775,-0.00717521,-0.003115221,0.009442311,-0.002655615,-0.002345531,-0.005156374,-0.016545588,-0.002480389,0.00788997,-0.004408447,-0.002231372
SACI_RS10295,0.003626067,-0.023616837,0.01851529,0.005022914,0.005671964,-0.000807834,-0.00429181,-0.022532158,-0.005676288,0.004404062,0.007641365,-0.005109907,0.010063495,-0.01906529,-0.001182968,0.003316764,0.001693165,-0.007731211,-0.002497353,-0.00829017,-0.009526211,-0.017863634,0.000200115,0.001737333,0.001233433,0.004705361,0.005401047,0.005394317,-0.000461356,-0.025073453,-0.001451714,0.020446658,0.014106222,0.019246138,-0.012423757,-0.00043495,-0.003196057,0.005589943,0.002521066,0.018332093,-0.015017004,-0.005104639,-0.014361047,0.008975999,0.003527688
SACI_RS10300,-0.004971168,-0.013233303,-0.006828173,0.018339994,0.009747778,-0.003474644,-0.004666355,-0.005893595,0.00152885,0.008068325,0.002639226,-0.001535591,-0.014004604,0.009278596,0.019096698,0.018548834,-0.003377483,0.00271308,-0.007391612,-0.008926768,-0.006691899,-0.015424984,0.010277674,0.007596707,0.008083152,0.002530911,0.007566245,0.004615915,0.009245189,-0.003964788,0.012648186,-0.0099779,0.005411313,0.006326823,-0.007084715,0.008574916,0.007340151,-0.008464066,-0.002570434,0.000627474,-0.003845423,0.002275871,0.000742324,0.003342652,0.011201714
SACI_RS10305,-0.007932815,-0.019852002,-0.002087388,0.01248332,0.006897242,-0.004086194,-0.002300808,-0.009438783,-0.003338646,-0.005309988,0.009521786,0.003530646,-0.007915301,0.003321677,0.018783919,-0.002824549,0.004831815,0.010731396,-0.003982039,0.004533615,0.002935244,-0.008183684,-0.001199558,-0.000196526,-0.011121473,-0.001330466,0.006714034,-0.002004323,-0.003699217,0.009721714,0.012219015,-0.010578303,0.011054791,0.006631217,-0.00985325,-0.002992047,0.004462928,-0.007506331,-0.003542029,-0.005565948,0.005314088,0.009323105,0.000191914,0.010397181,0.002917816
SACI_RS10310,0.0081297,-0.026441616,0.01075219,-0.008663158,0.009663144,0.011337682,-0.002328508,0.010843324,0.021881797,-0.022536848,-0.013256657,-0.006418879,-0.011238747,0.000805793,-0.003897297,0.012306548,0.001206131,-0.010861625,-0.000766143,0.010397761,0.009680117,-0.001027486,-0.004819003,-0.003437878,-0.00439733,-0.020732767,0.01905018,-0.005815749,0.011477335,0.012416824,-0.023545986,0.010851829,0.015188444,0.03991404,-0.003365426,0.000238338,-0.004633526,0.009239695,0.024376857,-0.00328554,-0.010081779,-0.009080652,0.011948569,-0.013907071,0.015973451
SACI_RS10315,-0.003107539,-0.008755253,0.010942909,0.010537515,0.009211741,0.003355101,-0.005695342,-0.029314541,-0.004150255,-0.005619226,-0.003419921,-0.013962727,-0.00932363,-0.016922358,0.002602766,-0.010982967,0.006418682,-0.008284045,-0.004962137,-0.020764231,-0.011100891,-0.018970336,-0.003235259,0.000797967,-8.10E-06,0.012399248,0.009353494,-0.019956722,0.009731312,0.008885749,-0.00319037,0.028841848,0.02312319,0.003585431,-0.002394684,0.001092133,0.000802549,0.008246401,0.006738719,-0.001284578,0.00183366,0.003064265,-0.001003314,0.005801571,0.000483796
SACI_RS10320,0.000230422,-0.009003768,0.012271671,0.020292881,-0.011797107,0.011471916,0.001991058,0.000886524,-0.017630926,-0.012443478,-0.000647627,-0.025538892,-0.019335762,0.004504326,-0.005639485,0.00292423,0.005332078,-0.007582145,-0.001456134,0.004902612,-0.005503902,-0.002989647,-0.006514702,0.006593988,-0.001528734,-0.001831959,0.001344573,-0.009540722,-0.014095067,0.001972427,-0.026170337,-0.04461802,0.01489964,0.001981614,-0.002963771,-0.012647318,0.00886508,0.010318999,0.018434094,-0.010068936,0.004367418,0.011831131,-0.004224526,0.012163889,0.002881821
SACI_RS10325,0.000615452,-0.004289367,-4.43E-05,-0.007016549,-0.001342728,0.006110111,-0.004236203,0.025417248,0.008949567,0.00349486,-0.015845788,0.002579061,-0.012429075,-0.010857698,-0.009777622,-0.020184597,-0.004548246,0.010661312,-0.00929675,0.001410835,-0.008793255,0.04025238,0.013973916,0.002215037,0.005992633,-0.012717974,-0.002282951,0.004081426,0.004056477,-0.003810237,0.01420434,0.008474586,0.010665431,-0.002761263,0.007447117,-0.002429493,0.022914139,0.02793081,-0.011900126,-0.00455161,-0.010757945,0.010828994,0.014618153,-0.012564365,0.012778475
SACI_RS10330,-0.004598269,-0.012301857,0.003200641,0.006350078,-0.016039013,0.00614326,-0.016157024,0.024079893,-0.024504755,-0.052948166,-0.001313972,-0.043491138,-0.013498362,0.024786606,0.01864081,0.022643916,-0.010914916,0.016477344,0.000808811,-0.008710402,-0.002604076,-0.009692361,0.002163973,0.003723243,0.027484712,0.037667502,-0.003052767,-0.003309814,-0.019185495,0.023213619,0.01327917,0.016284878,0.046547682,0.022483845,0.004103924,-0.010230659,-0.045234154,-0.046564848,0.03530678,-0.003236602,0.032361899,0.019175056,-0.005986176,-0.012963815,0.021777061
SACI_RS10335,0.04669289,0.005504384,0.016144283,0.129288083,-0.011238339,0.05563048,0.006945228,0.0156893,0.011675956,0.032911605,0.016649723,-0.03134711,0.012550791,-0.012647183,0.048702645,-0.011068999,-0.018427985,-0.003653707,-0.017202761,0.004893757,0.008915665,-0.009281151,0.015379192,-0.014257571,0.016902683,0.060997038,0.033292013,0.078919699,0.051492258,0.043149989,-0.064586165,0.005344056,-0.006206258,-0.034321139,0.015240714,0.002305492,0.0133247,0.160738332,-0.018177794,-0.008044556,-0.009317796,0.020084651,0.002731594,0.000146619,0.038298104
SACI_RS10340,-0.012170104,-0.004542289,-0.027963373,-0.022488304,-0.022019687,-0.031382469,-0.00957941,0.003365533,0.004263025,-0.024165253,0.005452627,0.006087551,0.005822869,-0.018357446,0.009321473,-0.022261825,-0.013971762,0.004677935,0.003005627,-0.015686083,0.012431417,-0.001780029,-0.013629493,0.000904042,0.001858275,0.020982999,0.010437405,-0.008682893,0.003677902,0.005154954,-0.002139882,0.003522907,-0.033658516,0.008372601,0.002880012,-0.033360211,0.035761621,-0.030635266,0.004999906,-0.003541495,0.027593435,-0.015610772,-0.009042136,0.002068217,0.096713958
SACI_RS10345,-0.01967203,-0.064424006,0.013637466,-0.0090032,0.026245036,-0.066356966,0.000839124,0.061392386,0.052948133,-0.010137569,-0.016636753,0.036917821,0.007480668,0.007279609,-0.002895633,-0.011659905,0.016678467,-0.014135978,0.00074761,0.01519578,-0.002392542,-0.015581878,-0.076140034,0.005066225,-0.028403764,0.003944898,0.037679189,-0.001977796,-0.055719124,-0.025070213,-0.02136657,-0.074591218,-0.021435255,-0.041165213,0.018074955,0.010221859,0.033275345,-0.006452861,0.354988002,0.016454277,0.00910779,-0.0003722,0.058290278,0.028538271,-0.017158371
SACI_RS10350,-0.009802838,-0.021954992,0.008457847,0.020848996,-0.009974133,0.01011552,0.001781977,0.012705011,-0.006685555,0.009585343,-0.004495217,0.020907451,-0.012963087,0.006460857,-0.004601092,0.032437433,-0.010131655,0.002913776,0.000178597,-0.008606752,0.001335416,0.00551227,0.01865397,-0.005031686,0.002559709,-0.000456631,-0.000680932,-0.013589228,0.019701615,-0.023028971,0.018709679,0.000588828,0.000409363,0.058509349,0.00514435,-0.009859689,0.00411051,0.00244736,0.001645808,-0.008720928,0.009809528,0.000452684,0.039373581,0.01561511,-0.003248675
SACI_RS10355,-0.003686452,0.005326485,0.00367937,-0.018316695,-0.005988696,0.007819121,0.006218262,0.006678921,0.020377879,-0.013414726,-0.004050257,0.008200941,-0.010731887,0.002738676,-0.000844619,0.021460663,-0.003048771,-0.000629259,-0.006872417,-0.004391653,0.009770869,-0.002775694,-0.011370573,0.007181149,-0.000481619,0.001312912,0.012557776,0.001179588,-0.002339486,-0.005496621,-0.000820812,0.001719018,-6.69E-05,0.047857107,-0.013980758,0.002503527,0.017571901,-0.006844941,0.008477584,0.007951828,0.000461051,-0.015787075,-0.016255343,-0.001387285,0.029930721
SACI_RS10360,-0.012267762,-0.004358528,0.010308712,-0.013596775,-0.006528413,-0.003319111,0.002544972,-0.012703046,0.029957452,-0.008182239,0.0062953,0.008976064,-0.002521263,-0.006593487,-0.011176519,0.017857977,-0.016950723,0.000788945,0.000223829,0.023668146,0.00436487,-0.003855881,-0.012717465,0.007673798,0.007446687,-0.004554832,0.001515712,0.008550974,0.006990069,-0.00463219,-0.005846503,0.010372544,0.006253883,0.035291174,-0.011503146,-0.005827083,0.024192255,0.003566035,-0.000181754,-0.022451447,0.001103426,-0.020931766,0.020622949,-0.00990908,0.027592566
SACI_RS10365,-0.000942543,0.008713512,-0.009315191,-0.010210923,-0.012918334,-0.005950881,0.007469271,0.101524921,0.010950709,0.0322449,0.02138912,-0.005019611,0.001274458,-0.002040234,0.015211237,-0.014412917,-0.00696432,-0.007841339,-0.002181375,0.015965954,-0.008541469,-0.003416251,0.013298672,-0.006957598,0.008707703,0.012067573,-0.017969602,-0.020157008,0.002023236,0.016043006,-0.000863174,-0.031718238,-0.003417893,-0.014069215,-0.007800382,0.008767494,0.015420552,-0.011354798,-0.002984566,0.010014803,-0.002179953,-0.024887178,-0.014371337,-0.009596022,0.027183165
SACI_RS10370,0.023223937,0.005743857,-0.027175972,0.010740586,-0.003259506,-0.006798319,0.023630006,0.138858722,0.011513623,0.028146078,0.030828785,-0.001171349,-0.000352097,0.011968008,0.000709092,0.012895231,0.001879791,0.004288799,-0.006487842,-0.035386143,0.036449804,0.001406793,0.011791311,0.025275098,0.003054062,0.035185317,-0.005183255,0.023855908,0.017800229,-0.014736136,-0.003532968,-0.050611735,-0.000920182,-0.025513595,-0.011357316,-0.012584291,-0.016849546,-0.02060845,0.013568761,-0.00534491,-0.012699165,0.033691276,0.00527803,-0.014587612,0.048169884
SACI_RS10375,0.017772072,0.016792944,-0.01554823,0.030578137,-0.032977844,0.043530177,-0.003096247,0.248342014,-0.01312081,-0.000516452,0.009283232,0.01352823,-0.036597436,-0.012605946,-0.025848541,-0.054159073,0.021348313,-0.020539086,0.009501439,0.012370856,-0.021266527,0.014411668,-0.001528756,0.017711232,0.01028768,-0.002552411,-0.011051213,0.021272106,-0.010648528,0.006530065,0.021858419,0.03789371,0.003064275,-0.023777599,0.002358674,-4.05E-06,0.018236946,-0.012911239,0.013020408,-0.012856476,-0.012362982,-0.018574977,0.027584538,-0.000469851,0.026932723
SACI_RS10380,-0.020985875,0.016336943,0.008768719,0.014014959,-0.023961718,-0.02264476,0.002031607,0.241802015,0.004616699,0.012881219,-0.002579891,-0.016933879,0.025453045,-0.015068298,-0.008830412,-0.011454431,0.02606606,0.006999832,0.002566779,-0.006504932,0.005652956,0.001494139,0.017923424,0.008475451,-0.0116931,0.01270583,0.016478632,0.004743311,0.000905945,-0.000792244,-0.002107722,0.010549226,0.025805995,0.011018397,0.007444047,0.028179412,-0.022810418,-0.014725234,0.003958593,0.001585519,-0.065629198,-0.001822028,-0.006933093,-0.000513467,0.031631295
SACI_RS10385,-0.020951204,-0.025892112,-0.016066409,-0.001127018,-0.017872279,-0.015620836,0.016180936,0.247747809,0.017754442,0.014602355,0.013492614,-0.013521071,0.116374003,-0.039376653,-0.017340262,0.019357314,0.01621981,-0.009182821,0.006470934,-0.014909796,0.009510746,-0.006392557,0.017554108,-0.012935929,0.011516029,-0.007274795,0.006434298,0.013194937,-0.013867215,-0.011426197,0.022822639,0.024733621,0.007101543,-0.001338085,0.016770831,0.023050148,-0.033714043,0.015977462,0.004318802,-0.013091247,0.00317583,0.00102502,-0.002405312,0.011788808,-0.013434761
SACI_RS10390,0.001529659,-0.027827772,0.0082411,0.019539224,-0.005004749,-0.008354433,0.006698273,0.036661617,0.020367574,0.002165981,-0.013719568,0.022958633,-0.013229243,-0.0017955,-0.003688486,0.001020362,0.000981571,-0.006179766,0.000249881,-0.010842322,0.000969813,-0.009865395,-0.015270967,-0.000702609,-0.014479578,-0.003431603,0.008691639,0.000669263,0.003097947,0.007499625,0.00524622,-0.002766467,0.011417513,0.068898982,-0.000954165,-0.002230824,-0.00833803,-0.004012742,0.014758997,-0.009715457,-0.017194019,-0.006325495,-0.002482273,-0.001561051,-0.013737174
SACI_RS10395,-0.004170303,-0.044166481,-0.003084668,0.015013219,0.001371481,-0.016414511,0.021437047,0.020837047,-0.006027015,-0.000341879,-0.018080913,0.013356703,0.005561556,-0.012331696,-0.008335891,-0.006336323,0.0229177,0.034765457,-0.008659729,-0.010597298,-0.002213306,0.006496246,0.003824136,-0.010444201,0.024461296,0.029097404,0.001909431,0.006245037,0.005341695,0.012726617,-0.020610046,-0.004848115,0.012517596,0.011244428,0.003499246,-0.022783999,0.005969952,0.003695349,0.01440518,0.024128856,-0.007336606,-0.006293526,0.046266162,-0.006776077,-0.007153485
SACI_RS10400,0.000607442,-0.003655817,-0.00347742,-0.002041712,-0.002709201,-0.013057487,0.009682313,0.038390654,0.001897935,-0.016137965,-0.018420561,0.024229793,-0.007056353,0.010953234,0.009002152,0.039464453,-0.003076693,-0.01854122,-3.86E-06,0.003977819,0.010577558,-0.008649968,-0.007548204,-0.011237893,-0.004278595,-0.00143745,0.016395686,0.003830081,-0.002905655,0.004741722,0.005024414,-0.004686054,-0.010867669,0.034195866,-0.011070932,-0.012496968,-0.01495642,-0.011690117,0.004647595,0.003326914,-0.008676784,-0.0046041,-0.004944913,-0.014043498,0.01531091
SACI_RS10405,-0.024498857,0.011524849,-0.011164345,-0.015588717,-0.002885228,-0.060888218,4.52E-06,0.00876209,0.007380741,-0.014719777,0.008125172,0.011529461,0.017325746,-0.028303188,-0.000545644,0.010279275,-0.018587457,-0.03663914,-0.005046097,0.024272475,0.025360976,-0.010188222,-0.029362654,0.204526108,-0.001320146,-0.017254619,-0.045393464,0.001862573,-0.009862962,0.020602433,0.012622924,-0.017773943,-0.017326172,0.008375678,0.004024318,-0.086501417,0.013396745,-0.023694118,0.008130908,0.013720147,0.00145963,-0.011031363,0.004116372,0.007440593,-0.015809433
SACI_RS10410,0.008047252,-0.020005245,0.006335706,0.007510984,0.006033627,0.010657033,0.010354225,0.022474904,-0.003813317,0.020389583,-0.017223399,0.020863112,-0.034303917,0.000494877,0.00019116,0.006789328,0.007362328,-0.008903753,-0.007308568,0.015741251,0.007414907,-0.008416089,-0.009012102,-0.010810207,-2.94E-06,-0.010475916,-0.004885264,-0.009842757,0.008453275,-0.00145426,-0.017271329,0.002493048,0.02380006,0.021115014,0.008218234,-0.021005047,-0.016341251,-0.002232526,0.013370578,0.001001325,-0.006886297,0.012995577,-0.008701643,0.00939446,-0.012932603
SACI_RS10415,0.005500048,0.002783506,-0.00152587,-0.018919603,-0.00728693,0.000647014,-0.011159848,0.015824514,-0.010440319,-0.016272396,-0.016201087,-0.000497672,0.027600005,-0.015369152,0.00826107,-0.0034829,-0.00227063,0.034787403,-0.000783768,0.029502692,-0.005616108,-0.00644752,0.001625762,-0.004053807,0.008163974,0.008021723,-0.010163004,-0.012636427,0.007106519,0.002671852,-0.001929181,0.011756958,0.002406367,0.005291692,-0.000618101,-0.011745612,0.01015637,0.002153468,-0.003146773,-0.00129605,0.009676349,0.002805526,0.002173947,-0.006053789,0.003648585
SACI_RS10420,0.019349924,-0.000446275,0.012174136,-0.017879234,0.005056091,-0.009821407,-0.002826631,0.023550382,0.010618518,-0.02074853,0.008696809,-0.009168689,0.040882377,-0.004556707,0.018348257,0.011136318,-0.004374738,0.016200409,-0.010963956,0.0216077,-0.006582729,-0.008178832,-0.003711716,-0.009716138,0.004646511,0.000630261,0.002365997,0.005436151,0.008429037,0.015796132,-0.011448833,0.025904992,0.014610202,0.004199856,-0.010144421,0.010948167,-0.003836633,0.001901459,-0.024806703,-0.00401313,0.015057887,-0.002053895,-0.000440599,0.002384394,0.01653481
SACI_RS10425,0.011502737,0.008570798,0.009280597,0.003552346,0.007996321,0.013376475,-0.012949073,0.029045934,0.002768581,-0.020574874,0.005721988,0.039407837,-0.00215294,0.003317164,0.015183879,-0.01200085,-0.007876019,0.01298711,-0.003276804,0.003733041,-0.006575988,-0.016292088,-0.010389202,-0.005926135,0.013259453,-0.00277645,-0.002697778,0.000605714,-0.009030365,-0.003055355,-0.01053294,-0.004266774,-0.006376682,0.040962322,0.001201743,-0.003327958,-0.008933596,0.004463513,0.012607945,0.001462968,0.002689341,-0.006180517,-0.003160477,0.031684505,0.014977633
SACI_RS10430,-0.005887978,0.005757762,-0.026515389,-0.011139701,-0.030363221,-0.020760626,0.024437867,0.010901638,0.058338415,-0.044026898,-0.024939355,-0.032469955,-0.020003526,-0.002201181,-0.004131673,-0.023597386,-0.006804166,0.064730775,0.054305975,-0.023236935,0.008369522,-0.004309763,0.021131537,0.005453029,-0.024468492,-0.008435274,0.029623519,-0.018181498,-0.005772417,-0.009645212,0.005923384,-0.025190487,0.086087523,0.029921661,-0.03572351,0.046989365,0.004695966,0.005747325,-0.018648156,0.006534337,-0.022679718,-0.002491512,-0.025038304,0.032773852,-0.008744209
SACI_RS10435,-0.036590299,-0.00096922,-0.028480408,-0.000302531,0.000609606,-0.029041869,0.02441666,0.019159618,0.036623845,-0.028038881,-0.020794067,-0.021370421,-0.01384709,0.032494065,0.00305717,0.004813361,0.006947519,0.051384009,0.058186334,-0.016908754,-0.014654596,-0.006301533,-0.007011661,0.001541557,-0.002783919,0.021871575,0.022491569,-0.000794659,0.025457345,0.003807491,0.003140132,-0.015982018,0.08717281,0.01583148,-0.020930449,-0.000943623,0.034524197,-0.009094044,-0.00952296,-0.011930338,0.007488855,-0.005685541,0.001176631,0.022225212,0.004435602
SACI_RS10440,-0.021233716,-0.023123046,-0.005954958,0.004126963,-0.022099593,-0.054904331,0.026398707,0.024254656,0.008823214,0.014275577,-0.019334108,-0.024286447,-0.004008447,-0.001823932,-0.004192546,0.012362783,0.01039257,0.031528674,0.035111295,0.007516021,-0.020120603,-0.004931965,0.004728185,-0.000301089,0.000673103,0.022585431,0.004316604,0.016002447,0.063790409,0.012233114,-0.000188069,-0.005601816,0.018512476,0.000108004,-0.004482486,-0.021595479,0.008292975,-0.006691137,-0.016455052,-0.02928444,0.012846997,0.013110771,-0.005718244,0.01021964,-0.024447956
SACI_RS10445,0.029338443,-0.01041507,0.013218554,0.01803545,-0.001007779,0.018349795,0.042424967,0.025042015,-0.001022115,-0.005435037,0.006225611,0.009663963,0.006617239,0.007289305,-0.01039121,-0.002980771,-0.011898822,-0.013110226,0.002248407,0.018090503,-0.027188282,0.009610415,0.014761188,0.014281745,-0.00341581,0.015817409,-0.004848279,0.003914866,0.010147872,0.008238833,-0.01926047,-0.004048218,-0.008504641,-0.012351545,-0.016786395,-0.003596959,0.003979406,0.013783804,0.022397292,-0.013996903,0.021322003,0.011336432,0.02030497,0.00413573,0.039226294
