Source,Target,Weight
ucpA,rplM,-0.0592588602073219
ucpA,rpsD,-0.00411685351571176
ucpA,rpsK,0.022971503695407194
ucpA,rpsM,0.037295148985255086
ucpA,secY,0.04215819808623689
ucpA,rpsE,0.050419642641556205
ucpA,rplF,0.02299620622218018
ucpA,rpsH,0.025983995717558175
ucpA,rplE,0.04380375347906663
ucpA,rplN,0.01871060476803691
ucpA,rpsC,0.059499732407575424
ucpA,rpsS,0.0449747962375053
ucpA,rplB,0.03397931207285827
ucpA,rplW,0.008934670061020092
ucpA,rplC,-0.01597993138886031
ucpA,rpsJ,-0.022660733478929124
ucpA,rpsG,-0.003251613610077325
ucpA,pabA,0.0019235220585680972
ucpA,aroB,-0.011421767682151574
ucpA,ftsY,-0.08244869423490661
ucpA,dfp,-0.06774098746081683
ucpA,pyrE,-0.06160645609146171
ucpA,recF,-0.04559281875652844
ucpA,atpD,0.024767544621622537
ucpA,ilvC,0.024837593779372474
ucpA,rfe,-0.09615145296485815
ucpA,metE,0.044868673510772276
ucpA,tatC,-0.037239501717653244
ucpA,glnA,0.027985315938981823
ucpA,argC,0.011287447499923038
ucpA,argB,0.057861907392854094
ucpA,argH,0.016968657480087173
ucpA,birA,-0.04179214209286277
ucpA,rplK,-0.024776611797249472
ucpA,rplJ,-0.004045490384518611
ucpA,rpoB,0.0040953252553681575
ucpA,rpoC,0.021478195252680635
ucpA,thiC,0.026437411319884054
ucpA,purD,0.008698455265962178
ucpA,yjbQ,-0.10827344176914609
ucpA,nnr,-0.010140695789319793
ucpA,hflX,-0.02953301689136099
ucpA,purA,-0.00032175256363009503
ucpA,msrA,0.019685227539759986
ucpA,ppa,-0.03241177225183666
ucpA,pyrB,-0.03302147676845709
ucpA,valS,-0.1260768480046693
ucpA,rph,-0.007368592550018715
ucpA,purL,0.013619758866394563
ucpA,hemC,-0.05019445774248962
paaZ,caiA,0.32574376567394514
paaZ,dppF,0.29886014315124265
paaZ,caiD,0.3803664967365252
paaZ,uidR,0.2324060811966413
paaZ,cysA,0.2967449120095787
paaZ,asnC,0.37527844818725675
paaZ,caiC,0.27661588914306595
paaZ,hxpA,0.32813442938411114
paaZ,yadG,0.2515520427334028
paaZ,wbbK,0.23662998888256098
paaZ,dkgB,0.3840355914083653
paaZ,srmB,0.3756308641694015
paaZ,ugpE,0.21466260280797023
paaZ,yhjE,0.33640067619648517
paaZ,ugpA,0.20621804814359007
paaZ,copA,0.2538107603608155
paaZ,oppC,0.23157281603615826
paaZ,lgoD,0.340746890878004
paaZ,rutD,0.27155712328816706
paaZ,cnoX,0.2577727026600597
paaZ,garR,0.19814647413448586
paaZ,nikB,0.20751038697189395
paaZ,aes,0.21876707475559992
paaZ,hisC,0.15073218491709667
paaZ,degQ,0.22587426023626747
paaZ,nanA,0.2986434120549262
paaZ,tauB,0.11623086526804392
paaZ,ispA,0.2380340618631583
paaZ,msbA,0.13743016579842585
paaZ,gloC,0.11911184959465938
paaZ,sufS,0.17306280906347235
paaZ,sucB,0.3381782108135612
paaZ,yafP,0.2166467736179897
paaZ,acs,0.3422341475036128
paaZ,cysK,0.22102604241162602
paaZ,kefC,0.27758370534644444
paaZ,yafV,0.15860133233211315
paaZ,frmA,0.17739021361239227
paaZ,rutC,0.17906577194268702
paaZ,ygfT,0.2646821982141475
paaZ,glpA,0.19770198459033264
paaZ,ugpQ,0.21291902955494033
paaZ,waaH,0.10422565254100973
paaZ,mutT,0.18354965255368022
paaZ,yafE,0.10064214185340278
paaZ,pabB,0.16212459638953222
paaZ,dgoD,0.19682181631347342
paaZ,nemA,0.1527077912484964
paaZ,ppsA,0.15401690951088748
paaZ,yfdH,0.11706754464892569
paaZ,accC,0.18318806893949569
paaZ,ydiQ,0.24485921766085778
paaZ,lpd,0.2852206572328772
paaZ,citE,0.09237777070743625
paaZ,thiF,0.1405278465711952
paaZ,ycgM,0.15020258892983065
paaZ,dadA,0.11091090650889718
paaZ,paaJ,0.352876742164049
paaZ,bcp,0.05091210677295552
paaZ,sseA,0.05163242635454031
paaZ,norW,0.161427883248063
paaZ,gcvH,0.10892233707547329
paaZ,ghrB,0.11260152802223243
paaZ,mog,0.17070513237466534
paaZ,yrdA,0.2522488494197599
paaZ,ydiR,0.23027408448378234
paaZ,map,0.07712949311789868
paaZ,ybdL,0.04709243967862145
paaZ,tatE,0.19493962028161083
paaZ,galE,0.0692590885325562
paaZ,cysU,0.13642134967605637
paaZ,moaA,0.0654978687712278
paaZ,fabH,0.07419336567980522
paaZ,hinT,0.18343761556150412
paaZ,ribB,0.1748150740742166
paaZ,aspA,0.22492125198352195
paaZ,aroE,0.23541737855564915
paaZ,nuoN,0.028130966779034868
paaZ,glpK,0.13940184776953515
paaZ,tufA,0.0670441892491704
paaZ,ggt,0.1379031427616773
paaZ,rbsK,0.1282748599342032
paaZ,dinB,0.05004588734590216
paaZ,argI,0.13872793593983118
paaZ,cyoB,0.09671160898634172
paaZ,frdA,0.09522352776647346
paaZ,moaE,0.03015422659284293
paaZ,moeA,0.0885701214187985
paaZ,cobB,0.06230898399478249
paaZ,purB,0.07777322534777611
paaZ,tsaC,0.10629715339791643
paaZ,sodB,0.23872079385024683
paaZ,xthA,0.0952431298170027
paaZ,yqeF,0.2290586249727139
paaZ,usg,0.02497703325234228
paaZ,glyA,0.11980230103408358
paaZ,nrdE,0.10834196736277749
paaZ,tdcB,0.10093009020137465
paaZ,fusA,0.03727939583238373
paaZ,cysG,0.06840878832529797
paaZ,ilvI,0.1443711945645108
paaZ,qorA,0.10342680159685332
paaZ,aidB,0.14243626351506378
paaZ,thrA,0.08699261697922138
paaZ,ispU,-0.013854621480795219
paaZ,dxs,0.08373493423267399
paaZ,umpH,-0.0402121387429707
paaZ,moaC,0.015509970609267605
paaZ,pepN,0.09730394037879626
paaZ,tmk,-0.014347726062210079
paaZ,ogt,-0.00847445907391605
paaZ,astC,0.19098921970109448
paaZ,htpX,0.055698695109684775
paaZ,rffH,0.06893037613617208
paaZ,rffG,0.10632271689555643
paaZ,hyfD,0.053609539855782117
paaZ,hyfH,0.05969817155494608
paaZ,nudF,0.0527624534639133
paaZ,gpp,0.1295894215630286
paaZ,alaS,0.020857192702656565
paaZ,infB,-0.01907141621103206
paaZ,rsmB,-0.01897592034827323
paaZ,trpS,0.049231189576396765
paaZ,glgX,0.11850169807317854
paaZ,xylB,0.08101350477598412
paaZ,yidA,0.017613807279465356
paaZ,metB,0.02321436660983147
paaZ,aceA,0.08606958157785269
paaZ,yjjG,0.009404232992993236
paaZ,ubiE,0.0070594744258395785
paaZ,rsmA,0.0420829306607593
paaZ,leuD,0.05736956378194283
paaZ,leuC,0.015669269181103798
paaZ,dmlA,0.0935409395592115
paaZ,speE,-0.0007553673499802493
paaZ,panB,0.07891261337020887
paaZ,folK,0.10522191586074263
paaZ,pgaC,0.06521205224271405
paaZ,sbcD,0.02265808989243025
paaZ,cyoE,0.07576759529968231
paaZ,cyoA,0.01560722431054331
paaZ,dnaX,-0.07058447320813972
paaZ,qmcA,0.06933326174721824
paaZ,fur,-0.020037931590381922
paaZ,trxB,0.04662981609013306
paaZ,rpsA,0.02690226328157454
paaZ,ndh,0.029326325081817324
paaZ,ychF,-0.005546980815585127
paaZ,trpA,0.05268032127907201
paaZ,topA,-0.010840394052323107
paaZ,puuE,0.48100819498367464
paaZ,nth,0.014071337247365855
paaZ,tyrS,-0.009206172524606848
paaZ,pykF,0.028885742738829896
paaZ,yeaO,0.10222464409527815
paaZ,hisH,0.04604004927088667
paaZ,dcd,-0.02499769339573465
paaZ,thiD,-0.015300426957587024
paaZ,folE,0.032645148582930036
paaZ,nuoH,-0.01602427060258269
paaZ,nuoC,0.0016058454832362811
paaZ,nuoB,0.019567140985656175
paaZ,purF,0.05183091455864364
paaZ,guaA,-0.023197232130004544
paaZ,era,-0.019082989437594466
paaZ,cysI,0.05171082334642883
paaZ,eno,0.013144503990993506
paaZ,gcvP,0.08576531336930827
paaZ,gcvT,0.05973281376377224
paaZ,tsaD,-0.005927257055209584
paaZ,ftsH,5.733537400285589e-05
paaZ,gltB,0.06700418314749061
paaZ,rtcB,0.03008620644687812
paaZ,glmS,-0.004275328644880281
paaZ,fdhD,0.005479748059959001
paaZ,tpiA,0.008248287395743643
paaZ,radA,0.02618058349680152
paaZ,glpG,-0.03670425533953518
paaZ,ilvD,0.04971988231932174
paaZ,ysgA,0.0631366111539237
paaZ,ileS,-0.05802652639147428
paaZ,carA,-0.01688932606594892
paaZ,carB,0.004301106789288213
paaZ,nadC,-0.10764669678681611
paaZ,hemL,-0.021271325293848464
paaZ,rpsB,-0.06441762555290102
paaZ,pyrH,-0.01895985870841543
paaZ,rnhB,-0.08848981815891853
paaZ,proS,-0.064110143094939
paaZ,prpD,0.045951052902055534
paaZ,hemB,-0.046524156965997834
paaZ,ribD,-0.09555996592379261
paaZ,ribE,0.005489392525697226
paaZ,amtB,0.01144448009960164
paaZ,apt,-0.05486692653455437
paaZ,adk,-0.06837201871087341
paaZ,purK,0.0004611848747402211
paaZ,purE,-0.017275425932762465
paaZ,cysS,-0.11982750744034354
paaZ,lipA,-0.027863344942825493
paaZ,miaB,-0.00826013357771914
paaZ,sucC,0.05719486214815915
paaZ,sucD,0.05152639184325347
paaZ,nadA,-0.03756350095607484
paaZ,rarA,-0.060267199896149044
paaZ,serS,-0.13883512396961292
paaZ,yccX,0.044448847607925605
paaZ,rutF,0.04759223945414846
paaZ,ymdB,-0.0013157420877517674
paaZ,prs,-0.037140729180447335
paaZ,hemA,-0.09398592335775875
paaZ,trpB,0.0343974815524163
paaZ,trpC,-0.0008252460715341597
paaZ,trpD,0.019044073642751527
paaZ,acnA,0.026730920402686098
paaZ,pheT,-0.0011603334538416083
paaZ,pheS,-0.013487755266391153
paaZ,thrS,-0.08428467487330367
paaZ,nadE,-0.03896415193634302
paaZ,yoaA,-0.04810486446881637
paaZ,argS,-0.034758996395750336
paaZ,hisG,0.05212345893934663
paaZ,hisD,0.01242759677377859
paaZ,hisB,0.013219396053820958
paaZ,hisF,0.02984111359091231
paaZ,hisI,0.022483673232013356
paaZ,rfbC,-0.04979211826870867
paaZ,mrp,-0.020002347184028827
paaZ,metG,-0.04711940752505283
paaZ,yfcH,0.015324462662791867
paaZ,aroC,0.012657884623301413
paaZ,purC,0.005744731449079063
paaZ,upp,-0.04523052079205377
paaZ,purM,0.02561472244849901
paaZ,hisS,-0.07841193337998546
paaZ,ndk,0.011659842912434083
paaZ,suhB,0.02555229469982014
paaZ,nadB,-0.006793719989677931
paaZ,pheA,-0.004577080590535295
paaZ,ffh,-0.0412676643996639
paaZ,cysD,0.040583277299701154
paaZ,cysH,0.020033787694929472
paaZ,pyrG,-0.10715189420945212
paaZ,fau,-0.05872489311116647
paaZ,pgk,-0.03661749021107705
paaZ,rdgB,-0.028440701276668402
paaZ,truB,-0.0069825074725500666
paaZ,nusA,-0.02397735361040892
paaZ,argG,0.0267768421006655
paaZ,glmM,-0.028890348840294778
paaZ,rpsI,0.004177094460387005
paaZ,rplM,-0.07263609283247606
paaZ,rpsD,0.004464231703383893
paaZ,rpsK,0.02259689174269591
paaZ,rpsM,-0.005396045816552653
paaZ,secY,0.011984430367257085
paaZ,rpsE,0.033177085735554605
paaZ,rplF,0.04733227307488294
paaZ,rpsH,0.03946752958793038
paaZ,rplE,0.019533130453537127
paaZ,rplN,-0.00015685970489538834
paaZ,rpsC,0.04768490563293284
paaZ,rpsS,0.0239929361517736
paaZ,rplB,0.04493867157923256
paaZ,rplW,0.023337938363962762
paaZ,rplC,-0.0033705940181932704
paaZ,rpsJ,0.0074507876075569236
paaZ,rpsG,-0.03604419053352645
paaZ,pabA,-0.02876136230631121
paaZ,aroB,-0.022568904473067856
paaZ,ftsY,-0.06795156891661384
paaZ,dfp,-0.050155450043359744
paaZ,pyrE,-0.0685504027573973
paaZ,recF,-0.08385863183665856
paaZ,atpD,-0.0020172918448520412
paaZ,ilvC,-0.035414039961017635
paaZ,rfe,-0.041177766173288666
paaZ,metE,0.05258500426158212
paaZ,tatC,-0.014514099470926335
paaZ,glnA,0.007428340963422616
paaZ,argC,0.028767182945096337
paaZ,argB,0.04691233231132587
paaZ,argH,0.042130700128139416
paaZ,birA,-0.06508307537605737
paaZ,rplK,-0.061836672748203356
paaZ,rplJ,-0.06715044388707263
paaZ,rpoB,-0.03385828384700342
paaZ,rpoC,-0.05129354352886051
paaZ,thiC,0.018249715402392865
paaZ,purD,0.04954160131489381
paaZ,yjbQ,-0.05407010413707675
paaZ,nnr,-0.00525544819042895
paaZ,hflX,-0.0676886913093733
paaZ,purA,-0.0004506758213817568
paaZ,msrA,0.0277591793777241
paaZ,ppa,-0.07957285546285434
paaZ,pyrB,-0.01678307167059336
paaZ,valS,-0.06629205263499525
paaZ,rph,0.04427436536476092
paaZ,purL,0.023563645908691484
paaZ,hemC,-0.095514011497918
caiA,dppF,0.1883008579050159
caiA,caiD,0.6759377079847784
caiA,uidR,0.2233014312154479
caiA,cysA,0.17548563098374134
caiA,asnC,0.40689301972338604
caiA,caiC,0.5915115005246836
caiA,hxpA,0.24971600762134352
caiA,yadG,0.3226701102680249
caiA,wbbK,0.2621739595093326
caiA,dkgB,0.3491060032600775
caiA,srmB,0.2777926064141931
caiA,ugpE,0.18159234241567268
caiA,yhjE,0.3147393090897594
caiA,ugpA,0.18226097784537898
caiA,copA,0.2299753144615067
caiA,oppC,0.12365946931798444
caiA,lgoD,0.248171309928713
caiA,rutD,0.3292666211976341
caiA,cnoX,0.1966755114288694
caiA,garR,0.2940696429394321
caiA,nikB,0.11102669403396631
caiA,aes,0.25479867256357225
caiA,hisC,0.2267987509392316
caiA,degQ,0.16152075185549997
caiA,nanA,0.13331501046606484
caiA,tauB,0.18730077281423013
caiA,ispA,0.29201524076457025
caiA,msbA,0.2114253985444553
caiA,gloC,0.2213644355374152
caiA,sufS,0.184776481094128
caiA,sucB,0.3041059206138648
caiA,yafP,0.21964561090289497
caiA,acs,0.2258052267905823
caiA,cysK,0.19549069204102376
caiA,kefC,0.12539505657847122
caiA,yafV,0.2454639653594157
caiA,frmA,0.274641370396155
caiA,rutC,0.1261379210361655
caiA,ygfT,0.15194639519741818
caiA,glpA,0.16054165308459453
caiA,ugpQ,0.18089449360030263
caiA,waaH,0.12439053182982197
caiA,mutT,0.15279306736169376
caiA,yafE,0.0996169535149283
caiA,pabB,0.10493684182660142
caiA,dgoD,0.09489829694164731
caiA,nemA,0.16905322932196837
caiA,ppsA,0.2328630735026651
caiA,yfdH,0.07312878111678972
caiA,accC,0.5791901042320846
caiA,ydiQ,0.22003857934170065
caiA,lpd,0.2808439457127779
caiA,citE,0.17539574741711306
caiA,thiF,0.1631292019833877
caiA,ycgM,0.15393501605678017
caiA,dadA,0.10692258129333479
caiA,paaJ,0.18720929355004914
caiA,bcp,0.12171357907018326
caiA,sseA,0.12604334712644133
caiA,norW,0.15077913073137336
caiA,gcvH,0.10334250986739137
caiA,ghrB,0.16447781484155768
caiA,mog,0.1224386064079861
caiA,yrdA,0.07492868806797653
caiA,ydiR,0.1901851786780995
caiA,map,0.14498209387242708
caiA,ybdL,0.20854387491827173
caiA,tatE,0.13226905210558024
caiA,galE,0.0808565227609075
caiA,cysU,0.12433488692905588
caiA,moaA,0.11302771543587149
caiA,fabH,0.06281460298979855
caiA,hinT,0.11283203728269563
caiA,ribB,0.10876405354679831
caiA,aspA,0.12176547016548239
caiA,aroE,0.13262962844492637
caiA,nuoN,0.06421626549136661
caiA,glpK,0.11312166384120328
caiA,tufA,0.09440931123037602
caiA,ggt,0.10476834837104947
caiA,rbsK,0.06766144147936137
caiA,dinB,0.09699762282429286
caiA,argI,0.07417787546843299
caiA,cyoB,0.10240698459368353
caiA,frdA,0.053552646146668506
caiA,moaE,0.10595336145506441
caiA,moeA,0.10143552517865266
caiA,cobB,0.0745310905695108
caiA,purB,0.05799253829900469
caiA,tsaC,-0.006969076503339188
caiA,sodB,0.04916446469955531
caiA,xthA,0.13797650414535728
caiA,yqeF,0.24902378740193556
caiA,usg,0.1044117825147223
caiA,glyA,0.1285750432552116
caiA,nrdE,0.1200768806262078
caiA,tdcB,0.09508847434940731
caiA,fusA,0.12747066722525346
caiA,cysG,0.05709105113689102
caiA,ilvI,0.09855423911847364
caiA,qorA,0.09913978803164047
caiA,aidB,0.2641003269082628
caiA,thrA,0.030122316945016808
caiA,ispU,0.042876350110737135
caiA,dxs,0.07294019382586492
caiA,umpH,0.07589521452467887
caiA,moaC,0.05151262521236708
caiA,pepN,0.04250129275806093
caiA,tmk,0.036753511411178406
caiA,ogt,0.04529827213818678
caiA,astC,0.08383390356139196
caiA,htpX,0.07138949150628869
caiA,rffH,0.11670202358712853
caiA,rffG,0.13584193816858045
caiA,hyfD,0.03217371115455839
caiA,hyfH,0.0026458116442306763
caiA,nudF,-0.04176623667076972
caiA,gpp,0.009285497742568902
caiA,alaS,0.025795113755316887
caiA,infB,0.014254283962359865
caiA,rsmB,-0.04252354881754888
caiA,trpS,0.06052499173163128
caiA,glgX,0.050667718272033445
caiA,xylB,0.13058923705043846
caiA,yidA,0.04975268737730356
caiA,metB,0.04095801587945316
caiA,aceA,0.12881637430076034
caiA,yjjG,0.0413852009349032
caiA,ubiE,-0.009324237145014475
caiA,rsmA,0.045718291396910575
caiA,leuD,0.04522059991574864
caiA,leuC,0.047351765723768605
caiA,dmlA,0.02104385754841035
caiA,speE,0.010794071235347254
caiA,panB,0.11848101946313919
caiA,folK,0.10032207637182734
caiA,pgaC,0.043660441642844224
caiA,sbcD,0.07774395687774222
caiA,cyoE,0.04747802287283044
caiA,cyoA,0.06315954301139909
caiA,dnaX,-0.04378895946419899
caiA,qmcA,0.07941826411790932
caiA,fur,-0.06446312083279244
caiA,trxB,0.08297975655352703
caiA,rpsA,0.017942181075258738
caiA,ndh,0.027954143682922046
caiA,ychF,0.012494653561561408
caiA,trpA,0.027635240537473273
caiA,topA,0.03018129577024635
caiA,puuE,0.03325765941697357
caiA,nth,-0.012359847002719276
caiA,tyrS,0.06920001840456969
caiA,pykF,0.0014004869225312262
caiA,yeaO,0.0906185487391851
caiA,hisH,0.07393232845355605
caiA,dcd,-0.04065220417603151
caiA,thiD,0.0016390486314956378
caiA,folE,0.02408800641247319
caiA,nuoH,0.012557271038273296
caiA,nuoC,0.05936102095948293
caiA,nuoB,0.020931500950016866
caiA,purF,0.010183226366874666
caiA,guaA,0.004410472801863482
caiA,era,-0.018915229425482495
caiA,cysI,0.041118899884571104
caiA,eno,0.01697709033167835
